StudyInstanceUID,SOPInstanceUID,annotationMode,labelName,data,qualitativeLabel,height,width,SeriesDescription,ImagerPixelSpacing,SeriesInstanceUID,ManufacturerModelName,PhotometricInterpretation,Split
1.3.6.1.4.1.14519.5.2.1.1239.1759.291222066778738354302698804094,1.3.6.1.4.1.14519.5.2.1.1239.1759.185144424558486167647527800512,bounding_box,Nipple,"{'x': 705.86001, 'y': 1020.2957, 'width': 152.93335, 'height': 181.8667}",Good,2294,1914,L-CC,0.094090909\0.094090909,1.2.826.0.1.3680043.8.498.11484557197562775060250743918116542525,,MONOCHROME2,Test
1.3.6.1.4.1.14519.5.2.1.1239.1759.298671700695176277479997753714,1.3.6.1.4.1.14519.5.2.1.1239.1759.922756387929983868788748971966,bounding_box,Nipple,"{'x': 478.52668, 'y': 978.96237, 'width': 132.26669, 'height': 140.53333}",Good,2294,1914,L-CC,0.094090909\0.094090909,1.2.826.0.1.3680043.8.498.51503821506644625395634311080791432029,,MONOCHROME2,Test
1.3.6.1.4.1.14519.5.2.1.1239.1759.301461645574790052899613708426,1.3.6.1.4.1.14519.5.2.1.1239.1759.495886010243629500444027149077,bounding_box,Nipple,"{'x': 944.60845, 'y': 1160.82903, 'width': 144.66663, 'height': 186}",Bad,2294,1914,R-CC,0.094090909\0.094090909,1.2.826.0.1.3680043.8.498.81187986432696187873685583356250222647,,MONOCHROME2,Test
1.3.6.1.4.1.14519.5.2.1.1239.1759.301863979595967671101066623989,1.3.6.1.4.1.14519.5.2.1.1239.1759.325164940015558750682689355527,bounding_box,Nipple,"{'x': 1271.14178, 'y': 1119.4957, 'width': 186, 'height': 148.80005}",Good,2294,1914,R-CC,0.094090909\0.094090909,1.2.826.0.1.3680043.8.498.27769013710784785087047045959634445348,,MONOCHROME2,Test
1.3.6.1.4.1.14519.5.2.1.1239.1759.308558759169034246388812657661,1.3.6.1.4.1.14519.5.2.1.1239.1759.245681229423598316386246430089,bounding_box,Nipple,"{'x': 1221.54178, 'y': 1032.6957, 'width': 169.46667, 'height': 173.59998}",Bad,2294,1914,R-CC,0.094090909\0.094090909,1.2.826.0.1.3680043.8.498.13049824680506165002944816627485938612,,MONOCHROME2,Test
1.3.6.1.4.1.14519.5.2.1.1239.1759.311499661516979774144471876441,1.3.6.1.4.1.14519.5.2.1.1239.1759.297118656012519162467299117609,bounding_box,Nipple,"{'x': 1285.97699, 'y': 1315.0911, 'width': 118.42834, 'height': 162.29065}",Bad,2294,1914,R-CC,0.094090909\0.094090909,1.2.826.0.1.3680043.8.498.12445264922894691595931410507923457703,,MONOCHROME2,Test
1.3.6.1.4.1.14519.5.2.1.1239.1759.312973390388792542690604251833,1.3.6.1.4.1.14519.5.2.1.1239.1759.547773973793668152334333959410,bounding_box,Nipple,"{'x': 1086.12668, 'y': 1045.0957, 'width': 161.20007, 'height': 165.33337}",Bad,2294,1914,R-CC,0.094090909\0.094090909,1.2.826.0.1.3680043.8.498.68572612064500343891304116439857851770,,MONOCHROME2,Test
1.3.6.1.4.1.14519.5.2.1.1239.1759.320705773726049168102489609653,1.3.6.1.4.1.14519.5.2.1.1239.1759.963426895614510194026249894887,bounding_box,Nipple,"{'x': 741.75808, 'y': 1283.19599, 'width': 101.73676, 'height': 144.40063}",Good,2294,1914,L-CC,0.094090909\0.094090909,1.2.826.0.1.3680043.8.498.19410563541451814383560750829408013969,,MONOCHROME2,Test
1.3.6.1.4.1.14519.5.2.1.1239.1759.330582259873248339444032542928,1.3.6.1.4.1.14519.5.2.1.1239.1759.765567027170794993516813510105,bounding_box,Nipple,"{'x': 420.66001, 'y': 958.2957, 'width': 161.20001, 'height': 148.79993}",Good,2294,1914,L-CC,0.094090909\0.094090909,1.2.826.0.1.3680043.8.498.59494130038866867781921472871299382525,,MONOCHROME2,Test
1.3.6.1.4.1.14519.5.2.1.1239.1759.333099412199721590089038990134,1.3.6.1.4.1.14519.5.2.1.1239.1759.267386688377961468374783589370,bounding_box,Nipple,"{'x': 536.39334, 'y': 1127.76237, 'width': 136.40002, 'height': 157.06665}",Good,2294,1914,L-CC,0.094090909\0.094090909,1.2.826.0.1.3680043.8.498.85313748111499269924035894905187517177,,MONOCHROME2,Test
1.3.6.1.4.1.14519.5.2.1.1239.1759.333324635343199664641533303589,1.3.6.1.4.1.14519.5.2.1.1239.1759.205243734391332435633680388560,bounding_box,Nipple,"{'x': 1135.57779, 'y': 1250.37768, 'width': 114.86414, 'height': 141.11865}",Good,2294,1914,L-CC,0.094090909\0.094090909,1.2.826.0.1.3680043.8.498.47547044238075925596357099745401553840,,MONOCHROME2,Test
1.3.6.1.4.1.14519.5.2.1.1239.1759.336280010298904463624259067537,1.3.6.1.4.1.14519.5.2.1.1239.1759.114377221732075686626447716343,bounding_box,Nipple,"{'x': 1039.67511, 'y': 1024.42903, 'width': 140.53333, 'height': 161.20007}",Good,2294,1914,R-CC,0.094090909\0.094090909,1.2.826.0.1.3680043.8.498.40281728896429516490741152821364518593,,MONOCHROME2,Test
1.3.6.1.4.1.14519.5.2.1.1239.1759.339893805217769735357152484858,1.3.6.1.4.1.14519.5.2.1.1239.1759.578566717376229877610040912193,bounding_box,Nipple,"{'x': 499.19334, 'y': 999.62903, 'width': 140.53333, 'height': 144.66669}",Good,2294,1914,L-CC,0.094090909\0.094090909,1.2.826.0.1.3680043.8.498.58172039913843781018817380156812104851,,MONOCHROME2,Test
1.3.6.1.4.1.14519.5.2.1.1239.1759.360316298693484537330723747498,1.3.6.1.4.1.14519.5.2.1.1239.1759.321927001465175443367617091000,bounding_box,Nipple,"{'x': 1239.06001, 'y': 1053.36237, 'width': 173.59998, 'height': 152.93335}",Good,2294,1914,L-CC,0.094090909\0.094090909,1.2.826.0.1.3680043.8.498.13373422131900943739648554757616400814,,MONOCHROME2,Test
1.3.6.1.4.1.14519.5.2.1.1239.1759.411445361923239240806966887661,1.3.6.1.4.1.14519.5.2.1.1239.1759.448972436997839761280384927399,bounding_box,Nipple,"{'x': 441.32668, 'y': 1082.2957, 'width': 186.00003, 'height': 190.1333}",Bad,2294,1914,L-CC,0.094090909\0.094090909,1.2.826.0.1.3680043.8.498.67186404353612998099392910898225095206,,MONOCHROME2,Test
1.3.6.1.4.1.14519.5.2.1.1239.1759.511655675850663910491264729194,1.3.6.1.4.1.14519.5.2.1.1239.1759.618542923331067213879318550129,bounding_box,Nipple,"{'x': 383.46001, 'y': 1086.42903, 'width': 140.53333, 'height': 124}",Good,2294,1914,L-CC,0.094090909\0.094090909,1.2.826.0.1.3680043.8.498.87483369798871157276201894297773542772,,MONOCHROME2,Test
1.3.6.1.4.1.14519.5.2.1.1239.1759.639145063302373072145647028326,1.3.6.1.4.1.14519.5.2.1.1239.1759.153696256542510087110596317985,bounding_box,Nipple,"{'x': 1126.47511, 'y': 817.76237, 'width': 128.1333, 'height': 186}",Bad,2294,1914,R-CC,0.094090909\0.094090909,1.2.826.0.1.3680043.8.498.13296262310181850004474279790249494154,,MONOCHROME2,Test
1.3.6.1.4.1.14519.5.2.1.1239.1759.657069165413141724329577545571,1.3.6.1.4.1.14519.5.2.1.1239.1759.152689691637673329852753914008,bounding_box,Nipple,"{'x': 1109.94178, 'y': 912.82903, 'width': 152.93323, 'height': 173.59998}",Good,2294,1914,R-CC,0.094090909\0.094090909,1.2.826.0.1.3680043.8.498.51668581701222155162069058130139114638,,MONOCHROME2,Test
1.3.6.1.4.1.14519.5.2.1.1239.1759.705556722603597211078191148899,1.3.6.1.4.1.14519.5.2.1.1239.1759.115753581887746490287874144129,bounding_box,Nipple,"{'x': 647.99334, 'y': 1123.62903, 'width': 124.00006, 'height': 140.53333}",Bad,2294,1914,L-CC,0.094090909\0.094090909,1.2.826.0.1.3680043.8.498.72823441046879527556408741063766044386,,MONOCHROME2,Test
1.3.6.1.4.1.14519.5.2.1.1239.1759.705617315876922183115614276420,1.3.6.1.4.1.14519.5.2.1.1239.1759.364421737143453930462938845365,bounding_box,Nipple,"{'x': 466.12668, 'y': 1024.42903, 'width': 132.26666, 'height': 136.40002}",Good,2294,1914,L-CC,0.094090909\0.094090909,1.2.826.0.1.3680043.8.498.51713735089299784770260109095648871434,,MONOCHROME2,Test
1.3.6.1.4.1.14519.5.2.1.1239.1759.707227746684935621076228831042,1.3.6.1.4.1.14519.5.2.1.1239.1759.263097932336036809533695398598,bounding_box,Nipple,"{'x': 1077.78673, 'y': 997.67668, 'width': 91.89124, 'height': 180.50073}",Good,2294,1914,R-CC,0.094090909\0.094090909,1.2.826.0.1.3680043.8.498.51031523760623968842081789078690931590,,MONOCHROME2,Test
1.3.6.1.4.1.14519.5.2.1.1239.1759.759657606910252083977533773987,1.3.6.1.4.1.14519.5.2.1.1239.1759.260703153920133281988453807971,bounding_box,Nipple,"{'x': 857.80842, 'y': 987.229, 'width': 144.66669, 'height': 161.20001}",Good,2294,1914,R-CC,0.094090909\0.094090909,1.2.826.0.1.3680043.8.498.82163676795297005980115102015808304950,,MONOCHROME2,Test
1.3.6.1.4.1.14519.5.2.1.1239.1759.788042877918039474884152415388,1.3.6.1.4.1.14519.5.2.1.1239.1759.613662254879836612103131432980,bounding_box,Nipple,"{'x': 1386.87511, 'y': 1301.36237, 'width': 128.1333, 'height': 157.06665}",Good,2294,1914,R-CC,0.094090909\0.094090909,1.2.826.0.1.3680043.8.498.26646712527479658563684553315253624313,,MONOCHROME2,Test
1.3.6.1.4.1.14519.5.2.1.1239.1759.821907649991685911059712070294,1.3.6.1.4.1.14519.5.2.1.1239.1759.274054902426738630617754947669,bounding_box,Nipple,"{'x': 734.79334, 'y': 1185.62903, 'width': 165.33331, 'height': 144.66663}",Bad,2294,1914,L-CC,0.094090909\0.094090909,1.2.826.0.1.3680043.8.498.56530330868688680880783433389088303805,,MONOCHROME2,Test
1.3.6.1.4.1.14519.5.2.1.1239.1759.870302695701187289710043281976,1.3.6.1.4.1.14519.5.2.1.1239.1759.272394223329555031165520503876,bounding_box,Nipple,"{'x': 1043.80845, 'y': 1102.96237, 'width': 169.46667, 'height': 161.20007}",Good,2294,1914,R-CC,0.094090909\0.094090909,1.2.826.0.1.3680043.8.498.12519281276141504203110047791753001016,,MONOCHROME2,Test
1.3.6.1.4.1.14519.5.2.1.1239.1759.881797267012873987581331830778,1.3.6.1.4.1.14519.5.2.1.1239.1759.137295473995572718169750448669,bounding_box,Nipple,"{'x': 874.34178, 'y': 1222.82895, 'width': 136.39996, 'height': 148.80005}",Good,2294,1914,R-CC,0.094090909\0.094090909,1.2.826.0.1.3680043.8.498.10272515856481088056825994488905611276,,MONOCHROME2,Test
1.3.6.1.4.1.14519.5.2.1.1239.1759.933347608259750278541412084931,1.3.6.1.4.1.14519.5.2.1.1239.1759.183165152361744711633663475534,bounding_box,Nipple,"{'x': 1151.27511, 'y': 1412.96237, 'width': 136.40002, 'height': 177.7334}",Good,2294,1914,R-CC,0.094090909\0.094090909,1.2.826.0.1.3680043.8.498.22237365798333029598425492245182735658,,MONOCHROME2,Test
1.3.6.1.4.1.14519.5.2.1.1239.1759.965663554977768675152067154660,1.3.6.1.4.1.14519.5.2.1.1239.1759.195191772500572737774070641072,bounding_box,Nipple,"{'x': 416.52668, 'y': 1202.16237, 'width': 148.80002, 'height': 132.2666}",Good,2294,1914,L-CC,0.094090909\0.094090909,1.2.826.0.1.3680043.8.498.94078908338229809655049238188815101396,,MONOCHROME2,Test
